# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  132       5.071184744457e-10       1.488830197411e-13      -5.618172692062e-12       7.236667512455e-16       4.796647074289e-12       7.791648314855e-13      -5.002572784991e-15 
  133       5.117792296306e-10       1.493844941746e-13      -5.672340665936e-12       7.352949117744e-16       4.696762939744e-12       7.665915148469e-13      -4.929360289919e-15 
  134       5.164370987529e-10       1.498208667549e-13      -5.724244326950e-12       7.470403185241e-16       4.599588131115e-12       7.543285939373e-13      -4.857415521606e-15 
  135       5.210905850397e-10       1.501917019330e-13      -5.773817670982e-12       7.589038285070e-16       4.504947303490e-12       7.423658709831e-13      -4.786977042174e-15 
  136       5.257381031180e-10       1.504966316592e-13      -5.820995327177e-12       7.708863067314e-16       4.412643531605e-12       7.306911301050e-13      -4.718290216477e-15 
  137       5.303781153352e-10       1.507353843499e-13      -5.865713206852e-12       7.829885988929e-16       4.322500097696e-12       7.192925405346e-13      -4.651547209406e-15 
  138       5.350095608721e-10       1.509078717855e-13      -5.907910450416e-12       7.952114463284e-16       4.234491764948e-12       7.081662501082e-13      -4.586699839184e-15 
  139       5.396314674535e-10       1.510141142764e-13      -5.947527750546e-12       8.075555621556e-16       4.148626229206e-12       6.973094887856e-13      -4.523627385488e-15 
  140       5.442428159044e-10       1.510542158571e-13      -5.984506796297e-12       8.200216575536e-16       4.064902847591e-12       6.867181543261e-13      -4.462194600035e-15 
  141       5.488425390306e-10       1.510283660577e-13      -6.018790312692e-12       8.326104415556e-16       3.983312420465e-12       6.763867791112e-13      -4.402251387238e-15 
