# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  143       5.600633216943e-10       1.504858348992e-13      -5.897573471511e-12       8.244995930583e-16       3.666503450970e-12       1.694920409781e-12      -4.283447004689e-15 
  144       5.701218834061e-10       1.502281948738e-13      -5.932229987512e-12       8.369632436658e-16       3.594168553640e-12       1.609049394829e-12      -4.219295901207e-15 
  145       5.801873519330e-10       1.499061436437e-13      -5.967809970884e-12       8.495478371337e-16       3.523765667746e-12       1.518349189707e-12      -4.157872533340e-15 
  146       5.901476712687e-10       1.495203846076e-13      -6.003570015366e-12       8.622540277499e-16       3.455241270873e-12       1.423456290739e-12      -4.098830196683e-15 
  147       5.998847961923e-10       1.490717197010e-13      -6.038723877670e-12       8.750824655204e-16       3.388532335257e-12       1.325047112155e-12      -4.041795351459e-15 
  148       6.092745914644e-10       1.485610512016e-13      -6.072441732772e-12       8.880337959526e-16       3.323566117837e-12       1.223838683767e-12      -3.986367110630e-15 
  149       6.181867310233e-10       1.479893835343e-13      -6.103849429201e-12       9.011086598377e-16       3.260259950302e-12       1.120589348643e-12      -3.932116728007e-15 
  150       6.264845971818e-10       1.473578250759e-13      -6.132027744335e-12       9.143076930338e-16       3.198521029145e-12       1.016099460779e-12      -3.878587086363e-15 
  151       6.340251798235e-10       1.466675899605e-13      -6.156011639686e-12       9.276315262489e-16       3.138246205713e-12       9.112120827766e-13      -3.825292185537e-15 
  152       6.406589755986e-10       1.459199998845e-13      -6.174789516198e-12       9.410807848233e-16       3.079321776256e-12       8.068136835167e-13      -3.771716630549e-15 
  153       6.462673115990e-10       1.451164671005e-13      -6.187490777337e-12       9.546560384922e-16       3.021646973513e-12       7.037372905334e-13      -3.717416165408e-15 
  154       6.508784316583e-10       1.442584378222e-13      -6.193969700108e-12       9.683576458741e-16       2.965207339949e-12       6.024603509756e-13      -3.662330865188e-15 
  155       6.545620568098e-10       1.433474469770e-13      -6.194274660070e-12       9.821858950482e-16       2.910007805064e-12       5.033799901955e-13      -3.606500210648e-15 
  156       6.573930194927e-10       1.423851382388e-13      -6.188464912991e-12       9.961410518083e-16       2.856049508237e-12       4.069082325651e-13      -3.549964661242e-15 
  157       6.594513533500e-10       1.413732657377e-13      -6.176610809183e-12       1.010223359191e-15       2.803329709483e-12       3.134722023575e-13      -3.492765657859e-15 
